id,name,latitude,longitude,locality_verbose,cuisines,average_cost_for_two,price_range,aggregate_rating,votes,all_reviews_count,photo_count,establishment,establishment_types
73008,The Spice - Hablis Hotel,13.0074331398,80.2080756426,Hablis Hotel/ Guindy/ Chennai,South Indian/ North Indian/ Salad/ Asian,2000,4,4.0,293,181,251,Fine Dining,
67293,Punjabi Nation,13.0076438440,80.2079026401,Guindy/ Chennai,North Indian/ Chinese,700,2,4.0,711,464,176,Casual Dining,
18589047,Amma Unavagam,13.0036936831,80.2120671049,Guindy/ Chennai,South Indian,150,1,0,3,1,0,,
18610229,Hotel Malaiyappa,13.0131478955,80.2102462202,Guindy/ Chennai,Fast Food/ North Indian/ South Indian/ Beverages,250,1,2.9,17,5,10,Quick Bites,
19231587,Cafe Coffee Day,13.0111869135,80.2079864591,Guindy/ Chennai,Cafe/ Fast Food/ Desserts/ Beverages/ Sandwich,600,2,0,0,0,33,Café,
18653078,Parthiban Restaurant,13.0114260346,80.2079314739,Guindy/ Chennai,South Indian/ Biryani,250,1,0,1,0,0,Quick Bites,
18668883,Adambakkam Moghul Biryani,13.0036348810,80.2098086849,Guindy/ Chennai,Chinese/ Chettinad/ Biryani/ Mughlai,400,1,3.2,45,36,1,Quick Bites,
72028,Dindigul Thalappakatti,13.0075154615,80.2069973946,Guindy/ Chennai,South Indian/ Biryani/ Chinese/ North Indian,900,2,3.9,412,295,160,Casual Dining,
18740686,Tea Talk,13.0139266653,80.2113402262,Guindy/ Chennai,Beverages/ Fast Food,100,1,0,0,0,0,Beverage Shop,
19151924,The ThickShake Factory,13.0078610000,80.2066830000,GST Road/ Chennai,Beverages,400,1,3.3,4,2,26,Beverage Shop,
19275292,North Indian Hub,13.0144424683,80.2125492319,Guindy/ Chennai,North Indian/ Chinese/ Kebab,300,1,3.8,35,23,1,,
18740678,Namma Veetu Coffee,13.0137754196,80.2098395303,Guindy/ Chennai,Fast Food/ Street Food/ Beverages,200,1,0,1,0,0,Quick Bites,
18937913,Thambi Vilas,13.0073932857,80.2065169439,Alandur/ Chennai,South Indian/ Biryani,500,2,2.5,321,219,100,Casual Dining,
19351509,Vaazhai Ilai Biryani & Fast Food,13.0032750000,80.2091040000,Guindy/ Chennai,Biryani/ Chinese,300,1,3.2,5,4,0,Quick Bites,
18867984,Lassi Factory,13.0020318658,80.2124540135,Guindy/ Chennai,Beverages/ Ice Cream/ Desserts,150,1,3.4,23,9,3,Beverage Shop,
18740306,Hotel Mina,13.0146289934,80.2111474425,Guindy/ Chennai,South Indian/ Chettinad,300,1,3.5,27,13,10,Quick Bites,
19333759,Youngsters Choice,13.0153401394,80.2118625864,Guindy/ Chennai,Beverages/ Burger/ Sandwich/ Pizza,150,1,0,2,2,4,Quick Bites,
66034,Cilantro - Le Royal Meridien,13.0066471628,80.2055744827,Le Royal Meridien/ St. Thomas Mount/ Chennai,European/ Chinese/ Continental,3000,4,3.9,188,97,367,Fine Dining,
66033,Kayal - Le Royal Meridien,13.0066634965,80.2055701241,Le Royal Meridien/ St. Thomas Mount/ Chennai,Seafood,2500,4,3.6,40,16,9,Fine Dining,
18560581,Chaat Dukaan,13.0032722679,80.2075489238,Alandur/ Chennai,Street Food/ Fast Food,150,1,2.9,17,9,6,Quick Bites,
66039,Le Gourmandise - Le Royal Meridien,13.0065370735,80.2055245265,Le Royal Meridien/ St. Thomas Mount/ Chennai,Bakery/ Desserts,1500,3,3.5,18,9,10,Dessert Parlour,
19084163,The Maari's Sandwich Shop,13.0015624257,80.2101439610,Guindy/ Chennai,Sandwich/ Fast Food/ Beverages,400,1,0,1,0,0,,
19361834,Tasty Teddy,13.0160380000,80.2128150000,Guindy/ Chennai,Asian/ Chinese,300,1,0,0,0,0,Food Truck,
19096127,V M K S Tea Stall,13.0007339613,80.2133867517,Guindy/ Chennai,Street Food,100,1,0,0,0,0,,
66994,Cafe Mercara Express - ITC Grand Chola,13.0114747081,80.2201190963,ITC Grand Chola/ Guindy/ Chennai,Cafe/ South Indian/ Continental/ North Indian,2500,4,4.2,294,142,392,Café,
18369272,Fabelle Chocolate Boutique - ITC Grand Chola,13.0117706691,80.2199843153,ITC Grand Chola/ Guindy/ Chennai,Desserts/ Ice Cream,1300,3,4.3,195,97,430,Dessert Parlour,
66996,Peshawri - ITC Grand Chola,13.0115308950,80.2201358601,ITC Grand Chola/ Guindy/ Chennai,North Indian/ Mughlai,4500,4,4.4,629,298,299,Fine Dining,
67002,The Cheroot Malt & Cigar Lounge - ITC Grand Chola,13.0115730352,80.2201318368,ITC Grand Chola/ Guindy/ Chennai,Finger Food,3000,4,4.2,159,63,65,Lounge,
18510341,Avartana - ITC Grand Chola,13.0115135816,80.2202548832,ITC Grand Chola/ Guindy/ Chennai,South Indian/ Chinese/ Desserts,4500,4,4.6,361,157,673,Fine Dining,
67001,Tranquebar - ITC Grand Chola,13.0115834885,80.2203212678,ITC Grand Chola/ Guindy/ Chennai,Finger Food,3000,4,3.7,60,19,77,Pub,
68173,Hotel Vasantham,13.0065527539,80.2040355653,Alandur/ Chennai,South Indian,200,1,3.6,49,11,3,Quick Bites,
19007991,Madurai Nachiyar Mess,13.0065808479,80.2040258422,St. Thomas Mount/ Chennai,Chinese/ North Indian/ Chettinad/ South Indian,400,1,3.2,26,5,10,Quick Bites,
19030003,Panda Express,12.9994781923,80.2095277235,Guindy/ Chennai,Street Food,150,1,3.2,8,0,0,Quick Bites,
69184,Maharaja Golden Snacks,13.0058657567,80.2031527832,Alandur/ Chennai,Juices/ Ice Cream/ Beverages,150,1,0,0,0,3,Beverage Shop,
19326103,Hotel Saloka,13.0056994789,80.2031400427,Alandur/ Chennai,South Indian/ North Indian/ Chettinad,300,1,0,3,0,0,Quick Bites,
18726309,Cakes & More,13.0056792250,80.2030267194,Alandur/ Chennai,Bakery/ Desserts/ Fast Food,400,1,0,2,1,8,Bakery,
19246510,Janani's Kitchen,13.0057641606,80.2028309181,Alandur/ Chennai,North Indian/ Chinese/ Andhra/ Juices,500,2,3.4,12,9,0,Quick Bites,
18580251,Delicacy,13.0107145507,80.2226678655,Guindy/ Chennai,Fast Food/ Pizza/ Sandwich/ Beverages,500,2,3.5,52,28,4,Quick Bites,
18534656,The Coffee Place,13.0121185697,80.2223299071,Ramada Plaza/ Guindy/ Chennai,Continental/ Burger/ American/ South Indian/ North Indian,1500,3,4.5,111,81,431,Casual Dining,
18959335,The Roof Top Lounge,13.0119225694,80.2224563062,Ramada Plaza/ Guindy/ Chennai,BBQ/ North Indian/ Continental,1200,3,4.1,114,74,84,Casual Dining,
18660495,Extase,13.0121136697,80.2224677056,Ramada Plaza/ Guindy/ Chennai,Continental/ North Indian/ Finger Food/ Italian,2000,4,3.8,111,56,74,Bar,
18571487,Scallion,13.0121384964,80.2224616706,Ramada Plaza/ Guindy/ Chennai,Chinese/ Japanese/ Asian/ Thai,2000,4,4.5,172,133,196,Casual Dining,
68044,Annapoorna Hot Veg Restaurant,13.0056236902,80.2025090531,Alandur/ Chennai,South Indian/ Chinese/ North Indian/ Beverages,250,1,2.8,74,42,4,Quick Bites,
19378356,Ranjana's Sweets & Snacks,12.9994870000,80.2073850000,Adambakkam/ Chennai,Fast Food/ Desserts,250,1,0,1,1,1,Quick Bites,
19061756,Waffles Thru The Day,13.0154776644,80.2047000825,Guindy/ Chennai,Cafe/ Desserts/ Beverages/ American,800,2,0,3,0,37,Food Court,
18866696,ZinGii,13.0080619850,80.2017070726,St. Thomas Mount/ Chennai,Bakery,150,1,0,0,0,6,Bakery,
18664281,Gowtham Mess,13.0080018773,80.2017077431,St. Thomas Mount/ Chennai,South Indian,150,1,0,1,1,0,Mess,
69720,Hotel Mass,12.9990051539,80.2074218541,Adambakkam/ Chennai,Biryani/ Fast Food/ BBQ,300,1,4.0,643,203,31,Quick Bites,
72108,SLB Cake House,13.0015228973,80.2041904628,Alandur/ Chennai,Bakery/ Street Food,200,1,3.5,25,7,14,Bakery,
19341095,Madurai Kothu Kadai,13.0076497241,80.2016091719,St. Thomas Mount/ Chennai,South Indian/ Fast Food,450,1,0,0,0,0,,
19279727,China House,13.0076497241,80.2016091719,St. Thomas Mount/ Chennai,Chinese,300,1,0,0,0,0,,
19002437,The Xtreme Kitchen,12.9988829739,80.2074258775,Adambakkam/ Chennai,Chinese/ South Indian,250,1,3.2,5,1,6,Quick Bites,
18415249,Cafe Coffee Day Value Express,13.0010420223,80.2045431733,Alandur/ Chennai,Coffee/ Beverages/ Fast Food,200,1,3.1,5,1,28,,
19144722,Traditional Southee,13.0074906343,80.2016001195,St. Thomas Mount/ Chennai,South Indian,250,1,2.9,5,1,0,,
19339596,Just Soup & Sandwich,13.0076046432,80.2015887201,St. Thomas Mount/ Chennai,Sandwich/ Chinese,200,1,0,0,0,0,,
70805,Neyyar,13.0076046432,80.2015887201,St. Thomas Mount/ Chennai,Kerala/ North Indian/ Chinese,600,2,3.3,60,40,42,Casual Dining,
65156,Domino's Pizza,13.0133814614,80.2225941047,Saidapet/ Chennai,Pizza/ Fast Food,400,1,3.6,308,196,60,Quick Bites,
19126807,Bamboo Paradise Restaurant,13.0162463004,80.2049558982,Ekkaduthangal/ Chennai,Chinese/ Chettinad/ North Indian/ Biryani,400,1,3.1,4,1,23,Quick Bites,
19278698,Sri Lekha Andhra Mess,13.0165730000,80.2052390000,Ekkaduthangal/ Chennai,Andhra/ South Indian,200,1,0,0,0,0,Quick Bites,
19162803,Hotel Malai,13.0009933468,80.2044093981,Alandur/ Chennai,Biryani/ Chinese/ South Indian,200,1,0,0,0,1,Quick Bites,
70107,Cafe Coffee Day,13.0114485747,80.2235151082,Guindy/ Chennai,Cafe/ Fast Food/ Desserts/ Beverages/ Sandwich,600,2,2.7,33,20,68,Café,
18510172,Grand Hotel,13.0113211742,80.2235597000,Guindy/ Chennai,North Indian/ Chinese/ Biryani/ Mughlai,600,2,3.4,29,6,15,Quick Bites,
18397555,Shrinivassa Bhavan,12.9980613611,80.2088062093,Adambakkam/ Chennai,South Indian,200,1,0,1,1,2,Quick Bites,
18720149,Madras Cafe,13.0009133097,80.2043852583,Alandur/ Chennai,South Indian/ Chinese/ Biryani,300,1,3.4,23,3,2,Casual Dining,
19333211,Chennai Super Kitchen,13.0158690000,80.2042940000,Ramapuram/ Chennai,Street Food,250,1,0,0,0,0,Kiosk,
69401,Anjali Sweets,12.9985706633,80.2074503526,Adambakkam/ Chennai,Mithai/ Desserts/ Street Food,150,1,3.4,12,3,2,Sweet Shop,
18590953,Ezhil Unavagam,12.9975406237,80.2102234215,Velachery/ Chennai,South Indian/ Chinese,250,1,3.5,33,18,6,Quick Bites,
66060,Est - Hilton Chennai,13.0166069345,80.2049505338,Hilton Chennai/ Guindy/ Chennai,Continental/ Cafe/ Desserts/ Italian/ North Indian,1500,3,3.7,113,42,138,Fine Dining,
69139,Sri Lakshmi Bakery Dessert House,12.9985053264,80.2074255422,Adambakkam/ Chennai,Bakery/ Street Food,300,1,3.5,17,3,6,Bakery,
66059,Vasco's - Hilton Chennai,13.0166961130,80.2049387991,Hilton Chennai/ Guindy/ Chennai,North Indian/ Continental/ Asian,3400,4,4.3,547,276,1519,Fine Dining,
65809,Stimulation,13.0138567591,80.2227463201,The Checkers Hotel/ Saidapet/ Chennai,Fast Food/ Chinese/ North Indian,1100,3,2.6,22,11,13,Casual Dining,
18664685,Amma Unavagam,13.0174644186,80.2058701962,Guindy/ Chennai,South Indian,150,1,0,1,0,0,,
18452775,Tibb's Frankie,13.0170979058,80.2053498477,Ekkaduthangal/ Chennai,Rolls,200,1,3.6,40,7,4,,
18617503,Andhra Mess,13.0122525032,80.2235838398,Guindy/ Chennai,Andhra/ Chinese/ South Indian,450,1,3.6,60,19,1,Mess,
66106,Poison,13.0139312386,80.2227989584,The Checkers Hotel/ Saidapet/ Chennai,North Indian/ Finger Food,1100,3,2.6,25,9,3,Bar,
19002471,Kerala Restaurant,12.9982387513,80.2074335888,Adambakkam/ Chennai,North Indian/ Chinese,300,1,0,2,0,1,Quick Bites,
18470442,Madurai Nachiar,12.9969819896,80.2120624110,Velachery/ Chennai,South Indian/ Biryani/ Chinese,350,1,3.2,542,393,19,Quick Bites,
67942,Ponnusamy Hotels,13.0135585140,80.2232002839,Saidapet/ Chennai,Chettinad/ South Indian/ Chinese,750,2,2.2,126,73,236,Casual Dining,
18223080,Om Shiva Andhra Mess,13.0120597697,80.2238433436,Saidapet/ Chennai,South Indian/ Chinese,450,1,3.0,9,2,11,Mess,
72842,CK's Bakery,13.0121692031,80.2238088101,Saidapet/ Chennai,Bakery/ Desserts/ Fast Food/ Sandwich,350,1,3.7,53,31,58,Bakery,
19325630,Salem RR Biriyani Unavagam,12.9981600000,80.2073650000,Adambakkam/ Chennai,Biryani/ South Indian/ Chettinad/ North Indian/ Chinese,600,2,0,0,0,1,Quick Bites,
19209028,Fathima Biryani,13.0122407432,80.2238198742,Saidapet/ Chennai,Biryani/ North Indian,200,1,2.9,6,1,0,Quick Bites,
18509545,Aavin Junction,13.0110582062,80.2242775261,Guindy/ Chennai,Ice Cream,200,1,0,3,1,0,Dessert Parlour,
18554305,Chendur,13.0139348320,80.2231811732,Saidapet/ Chennai,South Indian/ North Indian/ Chinese,650,2,3.8,116,79,40,Casual Dining,
72172,Hotel New Nellai,13.0006232161,80.2038286999,Alandur/ Chennai,South Indian/ Fast Food,250,1,0,2,1,4,Quick Bites,
18664169,Bombay Biriyani,13.0176845873,80.2054480836,Ekkaduthangal/ Chennai,Biryani/ Fast Food,250,1,0,2,0,0,Quick Bites,
18664184,Sri Lakshmi Venkateshwara Andhra Mess,13.0159771311,80.2034575492,Ekkaduthangal/ Chennai,Andhra/ North Indian,300,1,0,1,0,3,Mess,
